Model,Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Location
Mini Cooper 3 DOOR D,281702,26002,2017,First Owner,Diesel,AUTOMATIC,Coimbatore
Maruti Swift VDI BSIV,408599,83000,2014,First Owner,Diesel,MANUAL,Pune
Chevrolet Beat LS,428999,80000,2010,Second Owner,Petrol,MANUAL,Pune
Maruti Baleno Alpha 1.2,294461,56474,2016,Second Owner,Petrol,MANUAL,Chennai
Mercedes-Benz B Class B180 Sport,314399,26000,2012,Second Owner,Petrol,AUTOMATIC,Mumbai
Audi Q5 2008-2012 2.0 TFSI Quattro,134099,49000,2009,Second Owner,Petrol,AUTOMATIC,Mumbai
Skoda Laura 1.9 TDI AT Ambiente,440099,64132,2010,Second Owner,Diesel,AUTOMATIC,Kochi
Hyundai Creta 1.6 CRDi SX Option,385199,41810,2016,First Owner,Diesel,MANUAL,Hyderabad
BMW 7 Series 730Ld,344599,60000,2013,First Owner,Diesel,AUTOMATIC,Mumbai
Mercedes-Benz M-Class ML 350 4Matic,339499,22177,2016,First Owner,Diesel,AUTOMATIC,Coimbatore
Ford Figo Diesel ZXI,389999,100000,2014,First Owner,Diesel,MANUAL,Chennai
Skoda Laura Ambiente 2.0 TDI CR AT,295699,75000,2012,First Owner,Diesel,AUTOMATIC,Pune
Hyundai i20 1.4 CRDi Magna,1004199,68000,2011,First Owner,Diesel,MANUAL,Mumbai
Toyota Innova 2.5 G (Diesel) 7 Seater,181299,43518,2016,First Owner,Diesel,MANUAL,Kochi
Maruti A-Star AT Vxi Aktiv,240299,39100,2012,First Owner,Petrol,AUTOMATIC,Pune
Hyundai Verna 1.6 VTVT,208120,58000,2011,First Owner,Petrol,MANUAL,Delhi
Honda City 1.5 E MT,261409,52000,2010,First Owner,Petrol,MANUAL,Mumbai
BMW 3 Series 320d,1952397,80000,2014,First Owner,Diesel,AUTOMATIC,Jaipur
Maruti Zen Estilo VXI BSIII,284199,96000,2006,Second Owner,Petrol,MANUAL,Jaipur
Skoda Superb Elegance 1.8 TSI AT,333399,63000,2010,First Owner,Petrol,AUTOMATIC,Delhi
Audi Q3 2012-2015 35 TDI Quattro Premium,339844,50000,2014,First Owner,Diesel,AUTOMATIC,Hyderabad
Hyundai EON D Lite Plus,548999,15322,2014,First Owner,Petrol,MANUAL,Hyderabad
Honda Brio E MT,344499,47000,2012,First Owner,Petrol,MANUAL,Jaipur
Volkswagen Vento Diesel Highline,355530,76041,2011,First Owner,Diesel,MANUAL,Chennai
Hyundai Accent GLE,822193,46000,2009,First Owner,Petrol,MANUAL,Kolkata
Mahindra Bolero SLX,668999,160000,2013,Second Owner,Diesel,MANUAL,Jaipur
Maruti Celerio ZDi,294799,17000,2015,Second Owner,Diesel,MANUAL,Bangalore
Hyundai Grand i10 CRDi Magna,300499,56000,2014,First Owner,Diesel,MANUAL,Hyderabad
Hyundai Getz GVS,151015,35000,2005,First Owner,Petrol,MANUAL,Mumbai
Toyota Innova 2.5 G (Diesel) 7 Seater,330690,54278,2015,First Owner,Diesel,MANUAL,Coimbatore
Hyundai Xcent 1.2 CRDi SX,469199,39000,2015,First Owner,Diesel,MANUAL,Kolkata
Audi A6 2011-2015 2.0 TDI Premium Plus,290999,40000,2013,First Owner,Diesel,AUTOMATIC,Bangalore
Ford EcoSport 1.5 Ti VCT AT Titanium,1028708,41000,2013,First Owner,Petrol,AUTOMATIC,Kolkata
BMW 5 Series 530i Sport Line,180199,30342,2011,First Owner,Petrol,AUTOMATIC,Kolkata
Honda City ZX GXi,1429399,88000,2008,Second Owner,Petrol,MANUAL,Mumbai
Maruti Wagon R VXI 1.2,427899,9000,2018,First Owner,Petrol,MANUAL,Chennai
Maruti Swift Dzire VDi,402399,70000,2010,First Owner,Diesel,MANUAL,Delhi
Volkswagen Polo Petrol Highline 1.2L,534799,46279,2011,First Owner,Petrol,MANUAL,Kolkata
Maruti Ritz LDi,364499,105000,2016,Second Owner,Diesel,MANUAL,Pune
Chevrolet Optra Magnum 2.0 LT,415799,130000,2011,First Owner,Diesel,MANUAL,Chennai
Renault KWID RXL,231299,30000,2017,First Owner,Petrol,MANUAL,Jaipur
Volkswagen Jetta 2013-2015 2.0L TDI Highline,302899,54000,2013,First Owner,Diesel,MANUAL,Kolkata
Ford Figo Diesel Titanium,383599,65000,2010,First Owner,Diesel,MANUAL,Jaipur
Maruti Swift Dzire VXi,334599,70000,2010,First Owner,Petrol,MANUAL,Hyderabad
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,229399,46000,2015,First Owner,Diesel,AUTOMATIC,Pune
Chevrolet Spark 1.0 LS,1016899,113000,2007,First Owner,Petrol,MANUAL,Pune
Hyundai Grand i10 Sportz,222199,67310,2016,First Owner,Petrol,MANUAL,Jaipur
Honda Jazz VX CVT,1189399,1015,2019,First Owner,Petrol,AUTOMATIC,Pune
Honda City 1.5 S MT,1457099,83035,2011,Second Owner,Petrol,MANUAL,Jaipur
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,252599,36983,2015,First Owner,Diesel,MANUAL,Kolkata
Chevrolet Cruze LTZ,696599,76000,2010,Third Owner,Diesel,MANUAL,Pune
Skoda Rapid 1.6 MPI AT Style Plus,246999,14148,2019,First Owner,Petrol,AUTOMATIC,Coimbatore
Maruti Ritz VDi,336699,71428,2011,First Owner,Diesel,MANUAL,Kolkata
Maruti Ritz ZXi,134799,10500,2015,Second Owner,Petrol,MANUAL,Mumbai
Honda City 1.5 S AT,549199,58997,2010,First Owner,Petrol,AUTOMATIC,Kochi
Maruti Celerio VXI,263899,39842,2015,First Owner,Petrol,MANUAL,Delhi
Maruti Alto K10 LXI CNG,390399,47490,2015,First Owner,CNG,MANUAL,Kochi
Tata Indica Vista Aqua 1.2 Safire,128899,45000,2009,First Owner,Petrol,MANUAL,Jaipur
Honda City i VTEC V,335661,80000,2011,First Owner,Petrol,MANUAL,Hyderabad
Toyota Etios Liva Diesel TRD Sportivo,345999,56600,2012,First Owner,Diesel,MANUAL,Bangalore
Skoda Rapid Ultima 1.6 TDI Ambition Plus,343899,55409,2015,First Owner,Diesel,MANUAL,Coimbatore
Maruti SX4 ZXI AT,456099,77000,2009,First Owner,Petrol,AUTOMATIC,Mumbai
Hyundai i20 new Sportz AT 1.4,741599,58000,2012,Second Owner,Petrol,AUTOMATIC,Bangalore
Maruti Alto 800 LXI,470199,59491,2016,First Owner,Petrol,MANUAL,Coimbatore
Mahindra Scorpio SLX 2.6 Turbo 8 Str,416299,51000,2007,First Owner,Diesel,MANUAL,Hyderabad
Maruti Baleno Zeta 1.2,402899,18725,2017,First Owner,Petrol,MANUAL,Coimbatore
BMW X3 2.5si,730599,92000,2009,First Owner,Petrol,AUTOMATIC,Bangalore
Maruti Ritz VDi,275499,61450,2013,First Owner,Diesel,MANUAL,Coimbatore
Hyundai EON 1.0 Kappa Magna Plus,337199,18592,2016,First Owner,Petrol,MANUAL,Coimbatore
Chevrolet Enjoy 1.3 TCDi LTZ 7,504255,65137,2013,Second Owner,Diesel,MANUAL,Bangalore
Volkswagen Polo Diesel Comfortline 1.2L,289999,83000,2011,Second Owner,Diesel,MANUAL,Pune
Hyundai Verna 1.6 CRDi EX AT,346399,37000,2013,First Owner,Diesel,AUTOMATIC,Delhi
Honda BRV i-VTEC V CVT,378799,14052,2017,First Owner,Petrol,AUTOMATIC,Coimbatore
Hyundai i10 Magna 1.2,248899,45086,2011,First Owner,Petrol,MANUAL,Coimbatore
Maruti Wagon R VXI BS IV,285199,25400,2016,Second Owner,Petrol,MANUAL,Bangalore
Toyota Innova 2.5 G4 Diesel 8-seater,280999,194500,2008,First Owner,Diesel,MANUAL,Hyderabad
Toyota Innova 2.5 V Diesel 8-seater,859499,89000,2014,First Owner,Diesel,MANUAL,Pune
Hyundai Verna 1.4 CX,251399,50000,2012,First Owner,Diesel,MANUAL,Kolkata
Hyundai i20 Sportz AT 1.4,420399,76551,2012,First Owner,Petrol,AUTOMATIC,Pune
Volkswagen Polo 1.2 MPI Highline,258899,9700,2017,First Owner,Petrol,MANUAL,Mumbai
Hyundai Verna 1.6 EX VTVT,305599,58000,2013,First Owner,Petrol,MANUAL,Mumbai
Hyundai i20 Magna Optional 1.2,288699,46000,2013,Second Owner,Petrol,MANUAL,Kolkata
Hyundai Elantra CRDi SX,410599,72017,2014,First Owner,Diesel,MANUAL,Bangalore
Ford EcoSport 1.5 TDCi Titanium,321814,54407,2015,First Owner,Diesel,MANUAL,Kolkata
Toyota Innova 2.5 VX (Diesel) 8 Seater,644000,147000,2012,First Owner,Diesel,MANUAL,Hyderabad
Audi Q3 35 TDI Quattro Premium Plus,695799,61000,2015,First Owner,Diesel,AUTOMATIC,Jaipur
Skoda Rapid 1.6 MPI AT Style,510799,18856,2016,First Owner,Petrol,AUTOMATIC,Mumbai
BMW X6 xDrive30d,448299,76000,2011,First Owner,Diesel,AUTOMATIC,Hyderabad
Mahindra KUV 100 D75 K8 5Str,406099,17700,2017,First Owner,Diesel,MANUAL,Delhi
Nissan Micra Diesel XV,223399,82267,2014,First Owner,Diesel,MANUAL,Kochi
Honda City i VTEC CVT VX,1012699,27041,2018,First Owner,Petrol,AUTOMATIC,Kochi
Maruti Alto K10 VXI,550699,63000,2014,Second Owner,Petrol,MANUAL,Bangalore
Maruti Wagon R VXI Minor,257199,61000,2008,First Owner,Petrol,MANUAL,Hyderabad
Mahindra TUV 300 2015-2019 T8,241599,28466,2018,First Owner,Diesel,MANUAL,Kochi
Hyundai Santro LS zipPlus,261499,80000,2002,First Owner,Petrol,MANUAL,Kolkata
Hyundai EON Era Plus,465599,35373,2013,First Owner,Petrol,MANUAL,Delhi
Tata New Safari DICOR 2.2 EX 4x2,244699,51000,2014,First Owner,Diesel,MANUAL,Jaipur
Audi A6 2011-2015 2.0 TDI,232999,49000,2013,First Owner,Diesel,AUTOMATIC,Mumbai
Nissan Sunny Diesel XV,212199,41000,2015,First Owner,Diesel,MANUAL,Kolkata
Toyota Innova 2.5 G4 Diesel 7-seater,201599,82831,2011,Second Owner,Diesel,MANUAL,Bangalore
Honda City 1.5 E MT,312899,52000,2010,First Owner,Petrol,MANUAL,Mumbai
Maruti Swift VDI BSIV,1817180,39736,2015,First Owner,Diesel,MANUAL,Hyderabad
Renault Duster 110PS Diesel RxL,278199,26500,2014,First Owner,Diesel,MANUAL,Mumbai
Maruti Dzire VXI,410799,40000,2010,First Owner,Petrol,MANUAL,Mumbai
Jeep Compass 2.0 Limited Option 4X4,418399,5752,2019,First Owner,Diesel,MANUAL,Coimbatore
Nissan Terrano XV D Pre,425599,54000,2015,Second Owner,Diesel,MANUAL,Chennai
Maruti Wagon R LXI,496999,54841,2014,First Owner,Petrol,MANUAL,Kolkata
Ford Ecosport 1.5 DV5 MT Titanium,708599,34000,2014,First Owner,Diesel,MANUAL,Hyderabad
Honda Brio E MT,447499,16000,2012,First Owner,Petrol,MANUAL,Ahmedabad
Ford Fiesta 1.4 SXi TDCi,837499,134000,2009,First Owner,Diesel,MANUAL,Pune
Skoda Superb L&K 2.0 TDI AT,481799,24000,2017,First Owner,Diesel,AUTOMATIC,Mumbai
Mahindra Xylo E8,430499,60000,2013,First Owner,Diesel,MANUAL,Bangalore
Hyundai EON 1.0 Era Plus,331599,58469,2015,First Owner,Petrol,MANUAL,Kochi
Volkswagen Polo Diesel Highline 1.2L,122999,110000,2011,Second Owner,Diesel,MANUAL,Pune
Hyundai Elantra 2.0 SX Option AT,191599,21127,2018,First Owner,Petrol,AUTOMATIC,Kochi
Toyota Innova 2.0 V,300899,56000,2013,First Owner,Petrol,MANUAL,Pune
Mahindra Xylo H9,380399,101000,2014,First Owner,Diesel,MANUAL,Mumbai
Hyundai i20 1.2 Magna Executive,157199,13664,2018,First Owner,Petrol,MANUAL,Hyderabad
Renault Duster Adventure Edition,354899,65371,2014,First Owner,Diesel,MANUAL,Mumbai
Hyundai Verna VTVT 1.6 SX,407082,70428,2014,First Owner,Petrol,MANUAL,Delhi
Hyundai Verna 1.6 CRDI,250200,69010,2012,First Owner,Diesel,MANUAL,Bangalore
Maruti Alto 800 2016-2019 LXI,801299,68000,2017,First Owner,Petrol,MANUAL,Kolkata
Nissan Sunny 2011-2014 Diesel XL,689099,45000,2012,First Owner,Diesel,MANUAL,Kolkata
Maruti Swift Dzire Vdi BSIV,317099,55945,2017,First Owner,Diesel,MANUAL,Ahmedabad
Chevrolet Sail Hatchback LS ABS,314799,70000,2013,First Owner,Diesel,MANUAL,Hyderabad
Maruti Wagon R LXI,130999,12000,2014,First Owner,Petrol,MANUAL,Mumbai
Toyota Corolla Altis VL AT,234199,10660,2019,First Owner,Petrol,AUTOMATIC,Coimbatore
Toyota Etios G,350999,52052,2012,First Owner,Petrol,MANUAL,Delhi
Mercedes-Benz New C-Class 220 CDI AT,279399,62940,2012,Second Owner,Diesel,AUTOMATIC,Chennai
Hyundai Santro Xing GL Plus,433983,102000,2012,First Owner,Petrol,MANUAL,Kolkata
Volkswagen Vento Diesel Highline,372299,60000,2012,First Owner,Diesel,MANUAL,Chennai
Nissan Sunny 2011-2014 XL AT Special Edition,1144199,66000,2013,First Owner,Petrol,AUTOMATIC,Pune
Honda Brio 1.2 VX MT,639499,41000,2012,First Owner,Petrol,MANUAL,Hyderabad
Honda CR-V 2.4 4WD AT,376499,135000,2005,Third Owner,Petrol,AUTOMATIC,Chennai
Honda City 1.5 S AT,433699,72000,2012,First Owner,Petrol,AUTOMATIC,Pune
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,511099,55000,2014,First Owner,Diesel,AUTOMATIC,Delhi
Ford Ecosport 1.0 Ecoboost Titanium,177899,37354,2016,First Owner,Petrol,MANUAL,Coimbatore
Mercedes-Benz GLE 250d,194278,21000,2016,First Owner,Diesel,AUTOMATIC,Delhi
BMW 5 Series 2013-2017 520d Luxury Line,512610,66508,2015,First Owner,Diesel,AUTOMATIC,Bangalore
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,297399,88000,2013,First Owner,Diesel,AUTOMATIC,Hyderabad
Toyota Fortuner 4x4 MT TRD Sportivo,333499,52000,2012,First Owner,Diesel,MANUAL,Bangalore
Mercedes-Benz CLA 200 D Sport Edition,182599,41372,2017,First Owner,Diesel,AUTOMATIC,Coimbatore
Skoda Rapid 1.5 TDI AT Ambition,594299,50000,2017,Second Owner,Diesel,AUTOMATIC,Jaipur
Maruti Swift VDI BSIV,361853,72000,2012,First Owner,Diesel,MANUAL,Kolkata
Honda Amaze S i-Dtech,241199,51637,2013,First Owner,Diesel,MANUAL,Kolkata
Toyota Corolla Altis G,588099,48233,2009,First Owner,Petrol,MANUAL,Mumbai
Hyundai Grand i10 Asta,733199,58000,2016,Second Owner,Petrol,MANUAL,Chennai
Honda Jazz 1.2 V CVT i VTEC,309199,44550,2015,First Owner,Petrol,AUTOMATIC,Chennai
Hyundai Verna 1.6 SX,376999,60001,2013,First Owner,Diesel,MANUAL,Ahmedabad
Toyota Fortuner 4x2 AT,338699,150000,2014,First Owner,Diesel,AUTOMATIC,Delhi
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,768899,33000,2015,First Owner,Diesel,AUTOMATIC,Delhi
Mahindra TUV 300 P4,131299,27000,2016,First Owner,Diesel,MANUAL,Kolkata
Volkswagen Polo 1.5 TDI Highline,286399,62766,2015,First Owner,Diesel,MANUAL,Jaipur
Maruti Wagon R LXI BS IV,524199,73575,2010,First Owner,Petrol,MANUAL,Delhi
Honda Amaze SX i-DTEC,183099,63000,2015,First Owner,Diesel,MANUAL,Pune
Toyota Innova Crysta 2.8 ZX AT,351399,27270,2017,First Owner,Diesel,AUTOMATIC,Jaipur
Mercedes-Benz New C-Class C 220 CDI Avantgarde,443699,41737,2016,First Owner,Diesel,AUTOMATIC,Bangalore
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,364599,28358,2018,First Owner,Diesel,AUTOMATIC,Coimbatore
Maruti Ritz VDi ABS,722328,75500,2012,Second Owner,Diesel,MANUAL,Pune
Honda Jazz 1.2 VX i VTEC,379099,9900,2016,First Owner,Petrol,MANUAL,Mumbai
Honda Brio S MT,343073,17000,2014,First Owner,Petrol,MANUAL,Mumbai
BMW 5 Series 520d Sedan,439399,150000,2009,Second Owner,Diesel,AUTOMATIC,Bangalore
Hyundai Creta 1.4 CRDi S Plus,353199,68178,2015,First Owner,Diesel,MANUAL,Bangalore
Hyundai Getz GLE,391874,52008,2009,First Owner,Petrol,MANUAL,Hyderabad
Chevrolet Beat Diesel LS,944299,76000,2013,First Owner,Diesel,MANUAL,Kolkata
Audi A6 2011-2015 2.0 TDI Premium Plus,585599,48222,2015,First Owner,Diesel,AUTOMATIC,Kochi
Hyundai Xcent 1.2 Kappa SX Option,685899,100000,2016,First Owner,Petrol,MANUAL,Delhi
Maruti Swift Dzire VDi,515199,68000,2010,First Owner,Diesel,MANUAL,Delhi
Mitsubishi Pajero Sport 4X2 AT,719099,76115,2015,First Owner,Diesel,AUTOMATIC,Coimbatore
Maruti Swift 1.3 VXi,390699,36009,2015,First Owner,Petrol,MANUAL,Kolkata
Toyota Fortuner 4x2 AT,474899,142000,2013,First Owner,Diesel,AUTOMATIC,Hyderabad
Volvo S60 D5 Kinetic,314799,70000,2011,First Owner,Diesel,AUTOMATIC,Hyderabad
Hyundai Creta 1.6 CRDi SX,560885,34224,2016,First Owner,Diesel,MANUAL,Coimbatore
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,264370,50000,2012,Second Owner,Diesel,AUTOMATIC,Ahmedabad
Honda Mobilio V i DTEC,204801,30000,2015,First Owner,Diesel,MANUAL,Mumbai
Renault Captur 1.5 Diesel RXL,393699,22000,2018,First Owner,Diesel,MANUAL,Bangalore
Hyundai EON Sportz,395599,4000,2017,First Owner,Petrol,MANUAL,Kolkata
Volvo XC90 2007-2015 D5 AWD,646399,22230,2014,First Owner,Diesel,MANUAL,Delhi
Maruti A-Star AT VXI,244899,46000,2011,First Owner,Petrol,AUTOMATIC,Bangalore
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,189769,88700,2013,First Owner,Diesel,AUTOMATIC,Pune
Hyundai Grand i10 Sportz,378099,56000,2015,First Owner,Petrol,MANUAL,Hyderabad
Audi A3 35 TDI Attraction,619379,84004,2014,First Owner,Diesel,AUTOMATIC,Ahmedabad
BMW 5 Series 2013-2017 530d M Sport,371470,16000,2015,First Owner,Diesel,AUTOMATIC,Bangalore
Mahindra XUV500 W6 2WD,348699,85009,2015,Second Owner,Diesel,MANUAL,Jaipur
Ford Ecosport 1.0 Ecoboost Titanium,723699,86000,2014,First Owner,Petrol,MANUAL,Mumbai
Chevrolet Enjoy TCDi LS 7 Seater,223099,93442,2015,First Owner,Diesel,MANUAL,Coimbatore
Mahindra Scorpio S10 8 Seater,400199,65000,2015,First Owner,Diesel,MANUAL,Chennai
Hyundai i20 2015-2017 1.2 Magna,648780,67000,2013,First Owner,Petrol,MANUAL,Pune
Renault Pulse RxZ,323599,31513,2014,First Owner,Diesel,MANUAL,Coimbatore
Maruti Swift Dzire ZDI,745853,75724,2017,First Owner,Diesel,MANUAL,Coimbatore
Hyundai EON Magna Plus,384799,69000,2013,First Owner,Petrol,MANUAL,Kolkata
Nissan Micra XL,370099,65000,2010,First Owner,Petrol,MANUAL,Mumbai
Skoda Superb L&K 2.0 TDI AT,624599,27000,2017,First Owner,Diesel,AUTOMATIC,Mumbai
Maruti Swift VXI,387099,56049,2014,First Owner,Petrol,MANUAL,Chennai
Skoda Rapid 1.6 TDI Ambition,677870,96987,2012,First Owner,Diesel,MANUAL,Pune
Fiat Punto 1.4 Emotion,325099,65000,2010,Third Owner,Petrol,MANUAL,Jaipur
Hyundai i10 Sportz 1.2,708799,69000,2010,First Owner,Petrol,MANUAL,Bangalore
Honda Jazz 1.5 S i DTEC,1214099,33500,2015,First Owner,Diesel,MANUAL,Bangalore
Toyota Innova 2.5 VX (Diesel) 8 Seater,326999,93000,2012,First Owner,Diesel,MANUAL,Chennai
Volvo XC60 D4 SUMMUM,263899,64000,2013,First Owner,Diesel,AUTOMATIC,Ahmedabad
Maruti Ciaz ZDi Plus SHVS,445599,48045,2017,First Owner,Diesel,MANUAL,Kochi
Mitsubishi Pajero 2.8 SFX,153399,94000,2009,First Owner,Diesel,MANUAL,Hyderabad
Maruti Alto LXi,95499,60000,2011,First Owner,Petrol,MANUAL,Chennai
Maruti Swift 1.3 VXi,329199,115000,2010,Second Owner,Petrol,MANUAL,Pune
BMW 3 Series 320d,768899,56000,2011,First Owner,Diesel,AUTOMATIC,Bangalore
Hyundai i20 1.4 CRDi Asta,228799,98472,2012,First Owner,Diesel,MANUAL,Pune
Hyundai Creta 1.6 CRDi SX,370199,37800,2016,First Owner,Diesel,MANUAL,Hyderabad
Maruti Omni 5 Seater BSIV,223899,63617,2016,First Owner,Petrol,MANUAL,Coimbatore
Hyundai Verna CRDi SX ABS,897299,68000,2011,First Owner,Diesel,MANUAL,Ahmedabad
Maruti Baleno Sigma 1.2,1156099,11282,2017,First Owner,Petrol,MANUAL,Kochi
Honda Amaze S i-Dtech,1082099,75000,2013,First Owner,Diesel,MANUAL,Chennai
BMW X3 xDrive20d Advantage Edition,303399,78984,2014,First Owner,Diesel,AUTOMATIC,Coimbatore
Skoda Superb Style 1.8 TSI AT,125470,71000,2016,First Owner,Petrol,AUTOMATIC,Mumbai
Honda Brio 1.2 VX MT,673199,43814,2014,First Owner,Petrol,MANUAL,Kochi
Hyundai i10 Magna,219699,60000,2011,First Owner,Petrol,MANUAL,Kolkata
Hyundai Santro Xing XL,511599,85000,2007,Second Owner,Petrol,MANUAL,Jaipur
Audi A6 2011-2015 2.0 TDI Premium Plus,472199,65438,2015,First Owner,Diesel,AUTOMATIC,Kochi
Renault Duster 85PS Diesel RxL,373499,28215,2014,First Owner,Diesel,MANUAL,Mumbai
Honda WRV i-DTEC VX,255899,15053,2019,First Owner,Diesel,MANUAL,Kochi
Honda Mobilio RS Option i DTEC,839899,38000,2015,First Owner,Diesel,MANUAL,Bangalore
Volkswagen Polo Petrol Highline 1.2L,937699,64213,2012,First Owner,Petrol,MANUAL,Kochi
Mercedes-Benz E-Class E 220 d,323499,15000,2017,First Owner,Petrol,AUTOMATIC,Delhi
Mercedes-Benz S Class 2005 2013 S 350 CDI,531199,82000,2011,First Owner,Diesel,AUTOMATIC,Hyderabad
Hyundai Accent GLX,353899,60000,2009,Second Owner,Petrol,MANUAL,Pune
Maruti Swift Dzire VXi,323699,158000,2012,First Owner,Petrol,MANUAL,Chennai
Hyundai i10 Magna,218399,73000,2007,First Owner,Petrol,MANUAL,Chennai
Honda Brio 1.2 S MT,503299,71601,2013,First Owner,Petrol,MANUAL,Coimbatore
Maruti Ritz VDi,909299,82328,2015,First Owner,Diesel,MANUAL,Hyderabad
Honda Brio 1.2 S MT,247957,38000,2011,First Owner,Petrol,MANUAL,Kolkata
Maruti Swift VXI BSIV,590199,85000,2014,First Owner,Petrol,MANUAL,Pune
Renault Duster 110PS Diesel RxL,124399,116000,2012,First Owner,Diesel,MANUAL,Jaipur
Hyundai Santro Xing GLS,284999,65000,2008,Second Owner,Petrol,MANUAL,Mumbai
Mahindra KUV 100 G80 K4 Plus 5Str,343399,5600,2018,First Owner,Petrol,MANUAL,Chennai
Ford Endeavour 3.0L 4X4 AT,272199,68000,2012,First Owner,Diesel,AUTOMATIC,Delhi
Tata Indica Vista Terra 1.2 Safire BS IV,317999,29300,2010,First Owner,Petrol,MANUAL,Kolkata
Land Rover Discovery Sport TD4 S,349299,23342,2018,First Owner,Diesel,AUTOMATIC,Kochi
BMW 3 Series 320d Sport,229890,41078,2017,First Owner,Diesel,AUTOMATIC,Coimbatore
Volkswagen Vento 1.5 TDI Highline Plus,325099,38000,2014,First Owner,Diesel,MANUAL,Chennai
Tata Indica Vista TDI LS,404299,132000,2013,Second Owner,Diesel,MANUAL,Hyderabad
Maruti Alto 800 LXI,417899,35000,2015,First Owner,Petrol,MANUAL,Pune
Ford Figo Diesel LXI,343699,80000,2012,First Owner,Diesel,MANUAL,Ahmedabad
Ford Fiesta 1.4 SXi TDCi,417299,39408,2009,First Owner,Diesel,MANUAL,Kolkata
Honda Jazz 1.2 V i VTEC,603799,27525,2015,First Owner,Petrol,MANUAL,Kolkata
Hyundai Grand i10 1.2 CRDi Magna,547099,27000,2018,First Owner,Diesel,MANUAL,Jaipur
Skoda Rapid 1.5 TDI Ambition,755931,82799,2015,First Owner,Diesel,MANUAL,Pune
Maruti Ignis 1.2 Alpha,119599,8000,2017,First Owner,Petrol,MANUAL,Pune
Toyota Fortuner 4x2 AT,1036742,46000,2014,Second Owner,Diesel,AUTOMATIC,Mumbai
Hyundai Verna 1.6 CRDI,564399,98000,2012,First Owner,Diesel,MANUAL,Pune
Hyundai EON Era Plus,218601,47924,2016,First Owner,Petrol,MANUAL,Coimbatore
Ford Ecosport 1.5 Ti VCT AT Titanium,262499,39000,2013,First Owner,Petrol,AUTOMATIC,Chennai
Hyundai Grand i10 Asta Option,476099,33601,2017,First Owner,Petrol,MANUAL,Coimbatore
Hyundai Creta 1.6 SX Automatic Diesel,428999,85000,2015,First Owner,Diesel,AUTOMATIC,Pune
Toyota Corolla Altis G,180699,54000,2012,First Owner,Petrol,MANUAL,Pune
Maruti Vitara Brezza ZDi,130999,35000,2017,First Owner,Diesel,MANUAL,Pune
Volkswagen CrossPolo 1.2 TDI,450699,80020,2013,Second Owner,Diesel,MANUAL,Hyderabad
Ford Ikon 1.4 ZXi,581899,87500,2005,Second Owner,Petrol,MANUAL,Chennai
Honda Mobilio V i VTEC,427399,59500,2015,First Owner,Petrol,MANUAL,Mumbai
Honda Mobilio S i DTEC,695799,76000,2015,First Owner,Diesel,MANUAL,Hyderabad
Porsche Cayenne Diesel,412499,43000,2014,Second Owner,Diesel,AUTOMATIC,Bangalore
Honda Amaze E i-Vtech,409299,41850,2015,First Owner,Petrol,MANUAL,Kochi
Audi A3 35 TDI Premium Plus,445471,52300,2015,First Owner,Diesel,AUTOMATIC,Hyderabad
Mahindra XUV500 W6 2WD,368799,31924,2013,First Owner,Diesel,MANUAL,Pune
Hyundai Verna Transform SX VGT CRDi BS III,399299,77914,2014,First Owner,Diesel,MANUAL,Coimbatore
Ford Ecosport 1.5 DV5 MT Trend,307999,70000,2013,First Owner,Diesel,MANUAL,Pune
Maruti Alto LXi,705999,94385,2010,Second Owner,Petrol,MANUAL,Chennai
Renault Pulse RxZ,411999,57000,2012,Second Owner,Diesel,MANUAL,Jaipur
Hyundai EON 1.0 Kappa Magna Plus,433592,27039,2016,First Owner,Petrol,MANUAL,Coimbatore
Honda Amaze SX i-VTEC,307299,11000,2015,First Owner,Petrol,MANUAL,Delhi
Volkswagen Vento 1.5 TDI Highline Plus AT,392899,57669,2016,First Owner,Diesel,AUTOMATIC,Jaipur
Toyota Fortuner 3.0 Diesel,512399,124000,2011,First Owner,Diesel,MANUAL,Pune
Maruti SX4 S Cross DDiS 200 Zeta,446599,29500,2017,First Owner,Diesel,MANUAL,Mumbai
Maruti 800 DX,307199,75000,2000,First Owner,Petrol,MANUAL,Jaipur
Maruti Celerio VXI AT,306190,54186,2015,First Owner,Petrol,AUTOMATIC,Coimbatore
Honda Brio E MT,375955,36990,2015,First Owner,Petrol,MANUAL,Mumbai
Maruti Swift Dzire Vdi BSIV,231799,90000,2016,First Owner,Diesel,MANUAL,Hyderabad
